Player	Pos	Team	Bye Week	Depth Chart	2025 Projected Fantasy Points	VBD	Week 1	Week 2	Week 3	Week 4	Week 5	Week 6	Week 7	Week 8	Week 9	Week 10	Week 11	Week 12	Week 13	Week 14	Week 15	Week 16	Week 17	Week 18
Keenan Allen	WR	LAC	12	WR2	160.82	-42.67	9.66	9.12	9.23	9.58	9.35	8.77	9.69	11.19	8.63	9.29	10.50	0.00	9.12	8.95	9.66	10.38	9.43	9.23
Houston Texans	DST	HOU	6	DST	112.27	-42.73	4.52	7.02	5.93	11.38	3.43	0.00	9.20	6.55	4.37	5.93	11.38	2.81	7.48	5.46	5.30	8.11	5.93	7.48
Quinshon Judkins	RB	CLE	9	RB2	136.80	-43.10	7.75	6.68	7.75	6.89	6.82	7.51	7.47	8.57	0.00	7.06	6.68	7.57	8.88	8.23	8.85	8.64	7.51	7.75
Brenton Strange	TE	JAC	8	TE1	130.05	-43.12	8.97	10.06	7.21	6.61	8.67	7.03	9.33	0.00	9.45	7.21	6.55	5.76	5.64	9.03	6.61	7.33	9.03	5.64
Cade Otton	TE	TB	9	TE1	129.94	-43.24	8.06	7.73	7.08	7.21	7.54	7.08	6.11	7.28	0.00	7.54	7.15	10.01	6.17	7.28	8.06	9.62	8.51	9.62
Jerome Ford	RB	CLE	9	RB1	136.61	-43.29	7.94	6.84	7.94	7.06	6.99	7.69	7.66	8.78	0.00	7.23	6.84	7.76	9.10	8.43	9.07	8.86	7.69	7.94
J.K. Dobbins	RB	DEN	12	RB2	136.31	-43.59	9.11	9.22	7.32	8.58	6.44	7.81	9.64	8.88	6.75	8.39	6.63	0.00	9.34	8.39	8.58	10.25	6.63	7.32
Baltimore Ravens	DST	BAL	7	DST	111.33	-43.67	2.57	11.97	5.99	4.99	6.99	4.13	0.00	6.84	5.70	6.84	11.97	6.41	5.99	6.13	5.99	7.13	5.56	6.13
Pittsburgh Steelers	DST	PIT	5	DST	111.23	-43.77	6.49	8.51	7.21	6.93	0.00	12.12	6.06	5.63	6.93	5.48	6.06	6.93	2.60	3.17	5.77	6.06	12.12	3.17
Jonnu Smith	TE	PIT	5	TE2	129.09	-44.08	6.58	7.00	7.00	7.30	0.00	8.33	10.02	7.73	9.00	6.52	10.02	7.61	6.64	7.24	7.91	5.67	8.33	7.24
Najee Harris	RB	LAC	12	RB2	135.73	-44.17	6.76	8.54	8.50	9.82	9.51	8.42	9.40	7.69	9.28	8.46	10.44	0.00	8.54	6.56	6.76	9.05	6.87	8.50
Wan'Dale Robinson	WR	NYG	14	WR2	159.00	-44.49	9.05	10.05	9.36	9.38	10.02	8.66	8.94	8.66	8.63	8.13	8.41	10.52	9.16	0.00	9.05	10.83	8.83	10.05
Isaiah Likely	TE	BAL	7	TE2	128.35	-44.83	6.32	7.93	5.40	8.22	6.84	8.85	0.00	7.24	7.53	6.95	7.93	6.26	9.54	8.22	9.54	6.66	7.35	8.22
Pat Freiermuth	TE	PIT	5	TE1	128.08	-45.09	6.47	6.89	6.89	7.19	0.00	8.20	9.86	7.60	8.85	6.41	9.86	7.48	6.53	7.13	7.78	5.58	8.20	7.13
New York Giants	DST	NYG	14	DST	109.60	-45.40	6.72	6.57	5.47	5.94	6.10	5.47	4.38	5.47	6.57	7.50	6.10	6.57	7.82	0.00	6.72	7.50	8.13	6.57
Los Angeles Rams	DST	LAR	8	DST	108.87	-46.13	7.12	10.61	5.09	6.98	6.10	3.20	5.52	0.00	5.67	6.10	8.58	6.54	6.10	4.94	6.10	8.58	6.69	4.94
Minnesota Vikings	DST	MIN	6	DST	108.53	-46.47	6.74	6.46	5.90	6.04	11.79	0.00	4.91	5.34	5.90	3.09	6.74	5.48	8.28	6.04	5.90	8.56	5.90	5.48
Los Angeles Chargers	DST	LAC	12	DST	108.20	-46.80	5.05	7.50	4.04	8.80	6.20	5.77	6.92	6.92	10.53	6.20	5.48	0.00	7.50	5.05	5.05	6.06	7.07	4.04
San Francisco 49ers	DST	SF	14	DST	107.63	-47.37	7.77	5.14	4.48	5.01	3.82	5.93	6.06	6.46	8.04	3.82	4.48	5.53	11.07	0.00	9.62	6.32	6.32	7.77
Dalton Schultz	TE	HOU	6	TE1	125.67	-47.50	9.13	8.24	8.00	5.51	7.11	0.00	6.88	6.46	7.17	8.00	5.51	6.52	8.83	8.48	5.63	9.25	6.40	8.83
Adam Thielen	WR	CAR	14	WR3	155.68	-47.81	9.76	8.74	9.92	8.80	8.16	9.65	8.13	8.88	8.08	9.63	9.92	8.29	8.34	0.00	9.63	9.89	9.06	9.89
Tampa Bay Buccaneers	DST	TB	9	DST	107.17	-47.83	7.07	7.53	6.92	5.38	9.07	6.46	6.46	6.00	0.00	7.69	2.77	4.46	5.23	6.00	7.07	6.46	6.15	6.46
Xavier Legette	WR	CAR	14	WR2	155.30	-48.19	9.76	8.74	9.92	8.80	8.15	9.65	8.13	8.88	8.07	9.62	9.92	8.29	8.34	0.00	9.62	9.89	9.06	9.89
Chicago Bears	DST	CHI	5	DST	105.93	-49.07	6.66	5.83	5.83	7.22	0.00	5.97	5.41	3.05	5.83	8.47	6.66	5.97	4.86	5.41	11.66	5.41	5.83	5.83
Cleveland Browns	DST	CLE	9	DST	105.93	-49.07	6.26	3.28	5.81	6.26	7.15	6.41	5.96	7.45	0.00	6.70	3.28	7.75	6.26	10.88	7.15	2.68	6.41	6.26
Arizona Cardinals	DST	ARI	8	DST	105.50	-49.50	5.39	5.81	5.81	8.16	10.09	6.64	5.39	0.00	5.81	8.16	5.81	5.25	6.22	4.01	6.78	6.36	5.81	4.01
Drake Maye	QB	NE	14	QB1	333.29	-49.68	19.66	15.75	17.88	23.13	19.66	17.99	19.22	19.33	22.46	22.34	18.21	21.90	19.33	0.00	19.66	20.33	18.21	15.75
Washington Commanders	DST	WAS	12	DST	105.17	-49.83	8.54	5.46	7.28	6.44	5.32	6.72	5.88	4.90	8.26	5.88	5.60	0.00	3.92	6.72	8.54	4.90	5.88	4.90
Rashod Bateman	WR	BAL	7	WR2	153.63	-49.85	9.12	9.75	10.38	9.23	9.01	8.57	0.00	8.02	8.38	10.68	9.75	8.35	8.54	8.87	8.54	9.03	8.29	8.87
C.J. Stroud	QB	HOU	6	QB1	332.80	-50.18	19.56	22.11	22.00	19.01	20.12	0.00	18.02	17.69	18.02	22.00	19.01	19.45	19.79	19.34	18.46	19.45	18.24	19.79
Kansas City Chiefs	DST	KC	10	DST	104.43	-50.57	5.61	5.17	9.01	3.25	5.61	6.20	7.68	6.35	2.66	0.00	4.14	7.09	6.20	7.24	5.61	10.78	4.14	7.68
Detroit Lions	DST	DET	8	DST	104.03	-50.97	5.40	6.65	3.05	11.64	5.82	4.85	6.23	0.00	6.65	5.96	4.85	8.45	5.40	5.82	4.02	5.96	6.65	6.65
Indianapolis Colts	DST	IND	11	DST	103.63	-51.37	5.41	3.79	9.88	3.92	7.04	4.60	5.14	9.88	5.82	6.22	0.00	4.74	6.63	5.14	7.98	5.68	5.14	6.63
New York Jets	DST	NYJ	9	DST	103.03	-51.97	6.45	2.70	6.75	6.00	6.30	4.20	6.30	6.30	0.00	12.60	7.50	3.30	6.90	6.00	5.70	5.85	7.50	2.70
Tyjae Spears	RB	TEN	10	RB2	127.14	-52.76	7.33	7.36	8.10	5.92	8.27	7.36	8.33	8.10	6.43	0.00	5.92	7.56	9.00	6.59	8.63	5.82	8.23	9.00
Juwan Johnson	TE	NO	11	TE1	120.12	-53.06	5.54	6.35	6.76	6.41	5.42	6.76	7.34	8.10	8.97	8.62	0.00	7.22	7.63	8.10	8.62	6.35	5.42	7.22
Marquise Brown	WR	KC	10	WR3	150.27	-53.21	8.86	8.18	8.76	9.39	9.60	9.94	8.34	8.55	8.73	0.00	8.44	8.86	9.50	8.63	8.86	7.89	8.44	8.34
Mason Taylor	TE	NYJ	9	TE1	119.90	-53.27	7.55	5.81	7.34	6.92	5.60	6.39	7.82	8.77	0.00	7.29	6.13	6.34	6.55	6.92	7.13	5.91	6.13	5.81
Cincinnati Bengals	DST	CIN	10	DST	101.57	-53.43	11.72	5.30	6.70	3.91	5.86	5.44	6.00	6.28	6.70	0.00	6.00	6.98	3.07	2.51	3.07	5.58	4.74	11.72
Tua Tagovailoa	QB	MIA	12	QB1	329.52	-53.46	19.70	17.72	19.37	17.94	22.78	18.16	19.04	22.12	20.03	19.37	17.94	0.00	17.72	17.94	17.61	21.57	22.01	17.72
Chig Okonkwo	TE	TEN	10	TE1	119.54	-53.64	6.61	8.41	8.14	6.50	5.19	8.52	6.34	8.14	5.90	0.00	6.50	6.34	7.37	7.54	5.95	7.81	6.12	7.37
Tyler Higbee	TE	LAR	8	TE1	118.53	-54.65	7.03	5.49	6.55	8.80	6.44	7.09	7.97	0.00	6.61	6.44	6.85	8.21	8.74	5.61	5.55	6.85	7.32	5.61
Seattle Seahawks	DST	SEA	8	DST	99.13	-55.87	5.75	5.89	5.34	4.66	6.16	5.20	6.71	0.00	5.89	4.66	3.97	10.00	6.57	6.30	6.57	3.97	5.75	5.75
Bhayshul Tuten	RB	JAC	8	RB3	123.27	-56.63	9.75	7.26	5.71	8.33	5.62	7.30	7.10	0.00	7.10	5.71	6.20	7.97	7.72	7.81	6.62	7.07	7.81	7.72
Brandon Aiyuk	WR	SF	14	WR3	146.81	-56.67	9.38	9.96	9.05	10.10	8.63	10.24	10.26	9.07	9.21	8.63	9.05	9.60	9.82	0.00	8.30	9.32	8.08	9.38
DeMario Douglas	WR	NE	14	WR2	146.19	-57.30	8.11	7.81	8.27	8.88	8.50	9.21	7.68	9.09	9.50	9.47	7.78	7.96	8.52	0.00	8.50	9.14	7.78	7.81
New Orleans Saints	DST	NO	11	DST	97.57	-57.43	4.34	5.36	7.52	2.30	7.78	6.38	6.12	5.74	3.70	5.36	0.00	5.87	5.10	5.74	5.36	5.74	9.31	5.87
Geno Smith	QB	LV	8	QB1	325.39	-57.59	18.09	18.54	18.32	15.40	20.12	19.33	19.67	0.00	22.36	18.32	23.94	19.44	18.54	18.32	16.63	18.88	19.44	19.67
Trevor Lawrence	QB	JAC	8	QB1	324.93	-58.05	22.72	21.51	18.44	17.56	19.21	17.89	19.43	0.00	19.32	18.44	18.11	18.33	18.88	19.65	17.89	17.89	19.65	18.88
Jaydon Blue	RB	DAL	10	RB2	121.82	-58.08	5.36	8.02	8.15	7.13	6.50	9.57	7.77	6.94	7.83	0.00	6.97	5.36	5.52	6.34	6.28	6.09	7.77	8.02
New England Patriots	DST	NE	14	DST	96.73	-58.27	6.66	5.12	5.51	5.38	2.31	5.00	9.35	10.76	5.89	5.77	5.77	5.38	7.82	0.00	2.31	2.82	5.77	5.12
Cedric Tillman	WR	CLE	9	WR2	145.12	-58.37	8.08	9.27	7.84	9.82	10.10	8.39	7.92	8.54	0.00	7.90	9.27	8.23	8.05	7.79	7.58	8.62	8.39	8.08
Brandon Aubrey	K	DAL	10		141.6	-58.4	6.68	8.72	9.74	7.48	9.74	10.76	8.38	7.82	8.95	0.00	10.31	6.68	6.68	7.82	6.91	7.82	8.38	8.72
Tank Bigsby	RB	JAC	8	RB2	121.38	-58.52	9.57	7.13	5.61	8.17	5.51	7.16	6.97	0.00	6.97	5.61	6.08	7.82	7.57	7.67	6.49	6.94	7.67	7.57
Miami Dolphins	DST	MIA	12	DST	95.73	-59.27	6.40	6.67	2.40	6.00	5.60	5.07	11.20	6.13	2.93	2.40	5.73	0.00	5.20	6.00	5.73	5.60	6.00	6.67
Joshua Palmer	WR	BUF	7	WR2	143.92	-59.57	9.08	7.73	7.75	9.15	8.36	9.43	0.00	8.82	8.54	7.75	9.41	8.34	8.21	7.91	8.36	9.03	7.91	7.73
Tennessee Titans	DST	TEN	10	DST	95.23	-59.77	3.51	3.63	6.01	6.14	4.26	6.52	6.27	6.01	4.76	0.00	6.14	7.39	4.76	10.53	5.26	4.39	4.89	4.76
Nick Chubb	RB	HOU	6	RB2	118.35	-61.55	6.55	5.90	8.01	7.12	5.78	0.00	6.73	7.68	6.52	8.01	7.12	7.47	7.21	5.18	7.36	6.55	5.72	7.21
Matt Gay	K	WAS	12		137.1	-62.9	8.57	7.34	10.13	8.68	7.68	9.57	8.90	6.57	7.90	7.68	9.01	0.00	7.68	6.79	8.57	6.57	8.90	6.57
Las Vegas Raiders	DST	LV	8	DST	91.90	-63.10	5.94	4.52	5.11	5.71	5.71	8.68	4.16	0.00	4.52	3.33	4.99	9.99	4.52	3.33	4.16	5.83	7.25	4.16
Jacksonville Jaguars	DST	JAC	8	DST	91.57	-63.43	4.89	4.89	5.71	4.89	4.08	6.87	3.38	0.00	6.06	5.71	4.43	3.96	8.50	5.59	5.24	3.26	5.59	8.50
Chase McLaughlin	K	TB	9		136.4	-63.6	8.15	7.21	8.98	6.16	7.42	8.15	7.21	8.25	0.00	8.04	6.27	7.62	8.25	8.25	8.15	9.92	8.46	9.92
Atlanta Falcons	DST	ATL	5	DST	90.60	-64.40	5.76	6.14	5.37	5.50	0.00	2.30	5.37	5.12	6.40	6.14	5.37	4.99	5.76	7.55	5.76	4.35	3.71	4.99
Quentin Johnston	WR	LAC	12	WR4	138.61	-64.88	8.83	8.33	8.44	8.76	8.55	8.02	8.86	10.23	7.89	8.49	9.60	0.00	8.33	8.18	8.83	9.49	8.62	8.44
Matthew Stafford	QB	LAR	8	QB1	317.74	-65.24	17.98	18.41	15.84	19.16	17.13	19.48	21.30	0.00	17.23	17.13	17.45	21.41	22.16	17.88	19.59	17.45	21.52	17.88
Jake Elliott	K	PHI	9		134.1	-65.9	8.60	6.34	7.85	8.82	7.42	8.28	6.56	8.28	0.00	7.10	7.42	8.60	9.25	7.42	9.79	7.96	6.45	7.96
Jason Sanders	K	MIA	12		133.9	-66.1	8.22	8.11	6.32	9.06	10.01	7.27	7.27	8.22	7.59	6.32	7.80	0.00	8.32	9.06	6.64	6.95	8.64	8.11
Carolina Panthers	DST	CAR	14	DST	88.30	-66.70	4.82	4.31	5.84	6.34	5.07	5.33	5.71	2.28	4.95	4.95	5.84	5.33	3.68	0.00	4.95	5.71	7.49	5.71
Romeo Doubs	WR	GB	5	WR3	136.32	-67.17	8.87	7.63	8.33	8.47	0.00	7.30	7.67	7.58	8.14	7.30	7.81	9.13	8.87	6.85	7.53	6.85	8.38	9.13
Tyler Bass	K	BUF	7		132.2	-67.8	7.44	8.89	8.37	8.17	7.96	8.06	0.00	9.82	6.10	8.37	8.48	7.13	6.51	6.82	7.96	7.13	6.10	8.89
Dylan Sampson	RB	CLE	9	RB3	111.73	-68.17	6.69	5.77	6.69	5.94	5.89	6.48	6.45	7.40	0.00	6.09	5.77	6.54	7.67	7.10	7.64	7.46	6.48	6.69
Luther Burden III	WR	CHI	5	WR3	134.75	-68.74	9.14	8.88	8.48	7.45	0.00	7.64	8.46	8.39	7.31	7.82	9.14	7.59	7.31	7.10	8.34	7.10	7.28	8.88
Cameron Dicker	K	LAC	12		131.2	-68.8	6.25	9.64	7.31	8.15	7.84	8.58	8.26	6.46	7.94	6.67	8.89	0.00	9.64	6.25	6.25	8.47	7.31	7.31
Theo Johnson	TE	NYG	14	TE1	104.21	-68.97	6.40	5.47	7.39	5.58	5.78	5.73	6.25	5.73	5.63	6.51	6.61	4.85	5.99	0.00	6.40	6.25	8.06	5.47
Jayden Higgins	WR	HOU	6	WR3	134.06	-69.43	7.27	8.62	8.51	6.99	8.32	0.00	7.90	7.22	7.48	8.51	6.99	7.74	7.85	7.83	7.62	7.39	7.85	7.85
Tyler Loop	K	BAL	7		129.6	-70.4	6.57	7.56	7.56	6.46	7.56	8.00	0.00	9.42	8.87	6.68	7.56	9.42	7.23	6.90	7.23	8.44	7.23	6.90
Roschon Johnson	RB	CHI	5	RB2	109.40	-70.50	6.03	6.10	7.10	6.70	0.00	7.47	7.50	5.91	6.86	7.71	6.03	6.64	5.15	6.86	6.00	6.86	7.86	6.10
Evan McPherson	K	CIN	10		129.5	-70.5	7.29	8.87	6.44	7.29	7.29	6.97	6.65	9.08	9.08	0.00	6.65	8.13	7.61	6.34	7.61	8.56	8.34	7.29
Calvin Austin III	WR	PIT	5	WR2	132.60	-70.89	7.12	7.94	7.70	9.11	0.00	8.31	7.28	7.07	7.89	7.89	7.28	6.84	7.77	8.36	7.14	8.85	8.31	8.36
Jake Bates	K	DET	8		129	-71	7.10	9.25	7.74	7.42	7.10	6.34	8.82	0.00	6.56	7.96	6.34	8.28	7.10	8.60	7.85	6.77	6.56	9.25
Ka'imi Fairbairn	K	HOU	6		128.4	-71.6	7.34	8.24	8.45	7.54	7.24	0.00	7.14	7.84	6.94	8.45	7.54	6.03	7.84	5.93	7.94	9.15	6.94	7.84
Harrison Butker	K	KC	10		128.3	-71.7	7.05	6.03	7.87	7.36	8.59	7.05	9.30	7.57	6.13	0.00	7.05	7.97	8.18	7.05	7.05	7.67	7.05	9.30
Michael Wilson	WR	ARI	8	WR2	131.44	-72.04	8.34	8.04	7.18	7.85	6.95	7.81	7.00	0.00	8.36	7.85	7.18	8.46	8.57	7.23	7.60	8.60	7.21	7.23
Ray Davis	RB	BUF	7	RB2	107.83	-72.07	5.77	6.10	6.45	7.32	7.41	6.51	0.00	8.98	5.18	6.45	5.89	5.27	6.48	6.69	7.41	5.86	5.03	6.10
Will Dissly	TE	LAC	12	TE1	100.73	-72.44	6.64	7.25	5.62	4.32	5.76	6.09	6.92	5.62	4.32	6.64	6.27	0.00	7.25	5.16	6.64	4.93	5.53	5.62
Brandon McManus	K	GB	5		126.8	-73.2	7.08	7.60	7.08	8.21	0.00	6.78	8.11	6.47	9.75	6.06	7.91	6.26	7.08	8.83	7.08	8.83	7.39	6.26
Younghoe Koo	K	ATL	5		126.2	-73.8	7.78	5.79	9.01	7.02	0.00	5.69	7.40	7.69	7.31	7.40	9.01	7.50	8.16	6.74	7.78	7.50	6.93	7.50
Jack Bech	WR	LV	8	WR4	129.60	-73.89	7.98	8.18	7.89	7.09	8.18	7.28	8.15	0.00	8.86	7.79	8.76	8.62	8.18	7.79	7.55	7.96	8.08	8.15
Chris Boswell	K	PIT	5		126	-74	8.90	7.34	7.97	6.31	0.00	7.14	6.83	6.83	8.07	7.14	6.83	8.90	6.21	7.45	8.38	7.14	7.14	7.45
Tre' Harris	WR	LAC	12	WR3	128.90	-74.58	8.01	7.55	7.65	7.93	7.74	7.27	8.03	9.27	7.15	7.70	8.70	0.00	7.55	7.41	8.01	8.60	7.81	7.65
Wil Lutz	K	DEN	12		124.7	-75.3	7.47	7.77	6.87	6.57	5.88	8.57	7.67	7.97	6.87	9.06	5.88	0.00	7.37	9.06	6.57	8.37	5.88	6.87
Joshua Karty	K	LAR	8		124.6	-75.4	6.63	7.21	5.67	7.50	7.50	6.92	8.08	0.00	7.60	7.50	6.83	7.88	9.13	7.60	6.63	6.83	7.50	7.60
Kareem Hunt	RB	KC	10	RB2	104.33	-75.57	5.20	4.58	6.85	5.25	7.28	5.42	5.96	6.63	6.80	0.00	5.93	6.55	6.31	4.79	5.20	6.47	5.93	5.96
Tyler Conklin	TE	LAC	12	TE2	97.49	-75.69	6.60	7.20	5.58	4.29	5.72	6.04	6.87	5.58	4.29	6.60	6.23	0.00	7.20	5.12	6.60	4.89	5.49	5.58
Bryce Young	QB	CAR	14	QB1	307.04	-75.93	20.22	16.97	20.43	16.36	14.33	21.65	16.56	17.89	15.34	16.36	20.43	16.26	17.99	0.00	16.36	20.32	16.56	20.32
Will Reichard	K	MIN	6		124	-76	8.74	7.93	6.71	6.40	7.01	0.00	6.00	7.01	7.01	7.32	8.74	6.71	7.22	7.52	8.13	7.83	7.01	6.71
Jacory Croskey-Merritt	RB	WAS	12	RB3	103.60	-76.30	5.34	4.75	4.64	4.62	4.05	5.42	4.92	3.67	4.77	4.22	4.58	0.00	4.62	4.18	5.34	3.57	4.92	3.57
Tyler Allgeier	RB	ATL	5	RB2	103.59	-76.31	5.04	5.04	7.69	6.24	0.00	6.39	6.57	5.52	6.34	6.16	7.69	6.26	5.22	5.75	5.04	6.29	5.60	6.26
Jake Moody	K	SF	14		123.5	-76.5	6.65	7.40	7.40	7.87	6.84	7.68	7.31	6.47	7.22	6.84	7.40	8.90	6.47	0.00	7.03	7.31	8.06	6.65
Tyler Lockett	WR	TEN	10	WR2	126.45	-77.04	7.09	6.89	7.44	7.24	7.22	7.00	7.26	7.44	7.44	0.00	7.24	7.49	8.06	7.84	6.85	7.42	7.95	8.06
Alec Pierce	WR	IND	11	WR3	126.44	-77.04	6.94	7.30	6.83	7.10	7.21	7.44	7.67	6.83	7.35	8.44	0.00	7.65	7.46	8.30	7.71	7.05	8.30	7.46
Chad Ryland	K	ARI	8		122.6	-77.4	7.47	8.99	7.38	6.72	7.09	7.38	6.24	0.00	7.57	6.72	7.38	7.95	7.76	6.91	6.53	7.38	6.24	6.91
Isaac Guerendo	RB	SF	14	RB2	101.63	-78.27	5.84	6.36	6.39	6.96	5.69	5.12	5.66	4.58	6.54	5.69	6.39	7.81	5.09	0.00	6.18	6.26	6.65	5.84
Spencer Shrader	K	IND	11		120.9	-79.1	7.73	6.58	7.16	6.97	8.68	7.54	6.58	7.16	6.01	7.44	0.00	5.63	6.58	8.02	6.77	7.44	8.02	6.58
Michael Penix Jr.	QB	ATL	5	QB1	303.31	-79.67	20.64	15.69	21.36	16.82	0.00	18.17	16.51	14.55	16.62	18.47	21.36	16.62	16.82	16.82	20.64	17.24	18.27	16.62
Daniel Carlson	K	LV	8		120.3	-79.7	7.58	6.79	7.28	8.47	7.68	7.38	5.81	0.00	8.27	6.79	7.88	6.79	6.79	6.79	5.81	6.79	7.58	5.81
Trey Benson	RB	ARI	8	RB2	100.01	-79.89	6.21	7.62	6.51	5.70	6.03	6.11	5.68	0.00	5.88	5.70	6.51	6.79	5.00	5.55	4.47	5.53	5.68	5.55
Braelon Allen	RB	NYJ	9	RB2	99.65	-80.25	5.38	6.19	4.88	5.35	5.75	5.40	7.45	5.55	0.00	4.86	6.14	4.79	5.40	5.35	6.64	6.07	6.14	6.19
Sam Darnold	QB	SEA	8	QB1	302.49	-80.49	16.40	16.40	16.50	17.11	20.50	20.39	17.22	0.00	16.70	17.11	18.14	17.63	15.58	20.60	18.34	18.14	21.21	16.40
Noah Fant	TE	CIN	10	TE2	92.53	-80.64	6.07	5.94	5.32	5.32	4.14	5.63	6.29	4.80	5.54	0.00	6.29	5.10	5.28	4.84	5.28	5.76	4.18	6.07
Cam Little	K	JAC	8		118.4	-81.6	8.79	6.11	6.38	7.22	5.46	6.57	6.75	0.00	8.42	6.38	6.38	7.31	6.94	7.22	7.96	6.38	7.22	6.94
Ray-Ray McCloud III	WR	ATL	5	WR3	121.74	-81.74	7.54	7.93	7.07	6.62	0.00	6.76	6.32	6.21	6.70	6.87	7.07	7.33	6.19	6.91	7.54	6.66	6.36	7.33
Justice Hill	RB	BAL	7	RB2	97.06	-82.84	6.71	5.27	5.35	4.65	4.73	5.88	0.00	6.87	5.80	5.29	5.27	5.48	6.02	5.83	6.02	6.66	6.02	5.83
Robbie Ouzts	TE	SEA	8	TE4	90.29	-82.89	4.64	6.08	4.76	4.04	5.91	5.74	5.06	0.00	5.27	4.04	6.55	3.96	5.15	5.27	6.34	6.55	6.30	4.64
Kyle Williams	WR	NE	14	WR3	120.53	-82.96	7.14	6.87	7.27	7.81	7.48	8.11	6.76	7.99	8.35	8.33	6.85	7.00	7.50	0.00	7.48	8.04	6.85	6.87
Elijah Arroyo	TE	SEA	8	TE2	89.92	-83.26	4.69	6.15	4.82	4.09	5.98	5.81	5.12	0.00	5.34	4.09	6.63	4.00	5.21	5.34	6.41	6.63	6.37	4.69
Aaron Rodgers	QB	PIT	5	QB1	299.69	-83.28	16.99	16.99	16.79	15.85	0.00	18.04	20.44	15.74	18.66	17.20	20.44	14.28	18.35	18.98	14.70	19.08	18.04	18.98
Rico Dowdle	RB	CAR	14	RB2	96.16	-83.74	6.72	6.17	5.47	6.22	5.42	5.82	5.12	6.27	5.62	6.15	5.47	6.45	5.50	0.00	6.15	4.95	5.65	4.95
Jason Myers	K	SEA	8		116.2	-83.8	6.98	5.64	7.07	7.07	7.34	7.52	6.18	0.00	6.62	7.07	6.54	6.71	5.46	6.98	6.98	6.54	8.50	6.98
Cairo Santos	K	CHI	5		116	-84	5.90	6.67	7.73	8.80	0.00	7.15	7.64	6.96	6.38	7.44	5.90	6.09	5.70	6.38	6.67	6.38	7.54	6.67
Ryan Fitzgerald	K	CAR	14		115.5	-84.5	7.39	6.95	6.86	6.77	7.13	7.04	7.57	5.28	5.81	6.95	6.86	6.86	6.42	0.00	6.95	7.21	6.25	7.21
Ja'Tavion Sanders	TE	CAR	14	TE2	88.52	-84.66	5.78	4.07	5.31	4.97	5.61	4.54	4.67	4.71	5.48	4.80	5.31	4.67	6.59	0.00	4.80	5.95	4.97	5.95
Noah Gray	TE	KC	10	TE2	86.75	-86.43	4.56	4.69	3.93	5.07	5.70	3.97	6.59	5.24	4.65	0.00	5.11	6.29	4.48	5.03	4.56	3.93	5.11	6.59
Cole Kmet	TE	CHI	5	TE2	86.40	-86.78	5.06	3.93	4.43	6.52	0.00	5.18	4.68	5.02	6.94	3.89	5.06	5.98	4.64	5.35	5.77	5.35	4.56	3.93
Raheem Mostert	RB	LV	8	RB2	92.87	-87.03	6.28	4.84	6.18	6.48	6.10	6.02	4.39	0.00	6.78	5.52	5.87	4.97	4.84	5.52	4.26	4.46	6.38	4.39
Brandin Cooks	WR	NO	11	WR3	116.24	-87.25	6.82	6.46	7.07	6.92	6.94	6.86	6.09	7.71	6.50	7.23	0.00	7.73	6.36	7.71	7.23	6.34	6.25	7.73
Jalen Tolbert	WR	DAL	10	WR3	116.24	-87.25	6.47	6.93	6.08	6.29	6.33	7.22	6.76	6.68	6.81	0.00	6.60	6.47	6.99	7.87	8.10	7.01	6.76	6.93
MarShawn Lloyd	RB	GB	5	RB2	91.82	-88.08	4.96	6.07	4.88	5.77	0.00	5.58	6.12	5.40	7.48	4.19	6.27	4.91	4.96	6.37	5.43	6.37	4.81	4.91
Nick Folk	K	NYJ	9		111.8	-88.2	5.53	5.27	7.20	7.11	7.03	6.06	8.34	5.80	0.00	6.06	6.76	6.32	6.85	7.11	7.38	6.94	6.76	5.27
Blake Grupe	K	NO	11		111	-89	6.48	6.40	5.82	4.92	6.32	6.32	7.06	6.73	5.99	7.79	0.00	6.40	6.65	6.73	7.79	7.06	6.15	6.40
Robbie Ouzts	RB	SEA	8	TE4	90.29	-89.61	4.64	6.08	4.76	4.04	5.91	5.74	5.06	0.00	5.27	4.04	6.55	3.96	5.15	5.27	6.34	6.55	6.30	4.64
Jalen Nailor	WR	MIN	6	WR3	113.77	-89.71	5.75	7.30	6.12	6.36	6.98	0.00	6.12	6.63	7.44	7.02	5.75	5.94	6.67	6.39	7.10	6.55	7.44	5.94
Tory Horton	WR	SEA	8	WR3	113.65	-89.83	5.90	6.15	6.85	6.22	7.04	6.94	6.24	0.00	6.18	6.22	5.94	5.71	7.40	7.06	6.41	5.94	6.60	5.90
Tutu Atwell	WR	LAR	8	WR3	112.65	-90.84	6.37	5.83	6.04	6.55	6.02	6.93	7.09	0.00	6.99	6.02	6.58	7.19	6.74	6.35	7.34	6.58	7.21	6.35
Joey Slye	K	TEN	10		108.8	-91.2	5.88	6.22	6.65	5.88	6.74	7.76	6.57	6.65	5.88	0.00	5.88	6.05	7.16	5.88	6.65	5.03	6.74	7.16
Jaylen Wright	RB	MIA	12	RB2	87.70	-92.20	5.16	5.31	5.36	4.38	6.45	4.10	4.20	4.67	4.14	5.36	5.23	0.00	5.25	4.38	4.65	4.80	4.23	5.31
